tmdb_id,imdb_id,tmdb_genres,imdb_genres,binary_tmdb,binary_imdb,tmdb_plot,imdb_plot,popularity,release_date,title,vote_average,vote_count
802,tt0056193,"[18, 10749]","[80, 18, 10749]",[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter","Humbert Humbert forces a confrontation with a man, whose name he has just recently learned, in this man's home. The events that led to this standoff began four years earlier. Middle aged Humbert, a European, arrives in the United States where he has secured at job at Beardsley College in Beardsley, Ohio as a Professor of French Literature. Before he begins his post in the fall, he decides to spend the summer in the resort town of Ramsdale, New Hampshire. He is given the name of Charlotte Haze as someone who is renting a room in her home for the summer. He finds that Charlotte, widowed now for seven years, is a woman who puts on airs. Among the demonstration of those airs is throwing around the name of Clare Quilty, a television and stage script writer, who came to speak at her women's club meeting and who she implies is now a friend. Those airs also mask being lonely, especially as she is a sexually aggressive and liberated woman. Humbert considers Charlotte a proverbial ""joke"" but decides to rent the room upon meeting Charlotte's provocative daughter, Dolores Haze - more frequently referred to as Lolita - who he first spots in a bikini tanning in the back yard. He is immediately infatuated with Lolita, with who he becomes obsessed in a sexual manner despite her age, she being just into her teens. He will also learn that Charlotte has the exact same feelings for him. While Charlotte does whatever she can to be alone with Humbert, Humbert does the same with Lolita. As the summer progresses, Humbert, based on the circumstances, decides to enter into a relationship with Charlotte just to be near Lolita. In that new arrangement, Humbert has to figure out how to achieve his goal of being with Lolita with Charlotte out of the way. As things begin to go Humbert's way, he is unaware that Charlotte is not the only thing standing in his way between him and Lolita, that other thing being Lolita's possible interest in other boys, and other members of the male sex, young or old, who may have their own designs on Lolita.::Huggo",10.741778,1962-06-13,Lolita,7.3,546
763,tt0103873,"[27, 35]","[35, 27]",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0],[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0],"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control","Deep in the lush jungles of the isolated Skull Island lies the habitat of the elusive, yet endangered and utterly vicious ""Simian Raticus"", or better known as by its common name, the Sumatran Rat-Monkey, a hideous mix of a virus-carrying slave-ship rat and a tree monkey. Presently, back in New Zealand's Wellington, the oppressed Lionel Cosgrove who lives with his despotic mother Vera, has finally found his soulmate, Paquita, but sadly, his world will rapidly change when after a stroll at the local Zoo, a live specimen of the rare species will bite Vera. Now that she's got the ""bite"", with the infection spreading and turning Vera into a festering, puss-squirting living dead ravenous for flesh, things are bound to get out of hand, as an ever-growing collection of stiffs and other stimulant-enhanced zombie misfits detained in Lionel's house basement will demand immediate action. Poor Lionel he needs to step up and clear up the mess, but above all, summon the courage to confront his decomposing mummy and the family's ugly secret. Will he save the day?::Nick Riganas",7.650761,1992-08-13,Braindead,7.3,488
318781,tt4005402,"[53, 18, 10749, 36]","[18, 10749, 53]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from","Lena and Daniel, a young couple become entangled in the Chilean military coup of 1973. Daniel is abducted by Pinochet's secret police and Lena tracks him to a sealed off area in the South of the country, called Colonia Dignidad. The Colonia presents itself as a charitable mission run by lay preacher Paul Schäfer but, in fact, is a place nobody ever escaped from. Lena decides to join the cult in order to find Daniel. Based on true events.::Producer",11.481739,2015-09-13,Colonia,7.3,747
228203,tt2097298,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],A track coach in a small California town transforms a team of athletes into championship contenders,"A struggling coach and teacher who has had to move around for different incidents in his career finally comes to one of the poorest cities in America: McFarland, California. There he discovers buried potential in several high school boys and slowly turns them into championship runners and brings them closer than even he could ever imagine",6.94791,2015-02-20,"McFarland, USA",7.3,267
12163,tt1125849,"[18, 10749]",[18],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback","This is a drama about an aging professional wrestler, decades past his prime, who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee. As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store, trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for. He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis, The Ayatollah, which may be his ticket back to stardom.::Matlock-6",18.413408,2008-09-07,The Wrestler,7.3,1301
819,tt0117665,"[80, 18, 53]","[80, 18, 53]",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes,"As children, Lorenzo Carcaterra - Shakes to his friends - Michael Sullivan, Tommy Marcano, and John Reilly were inseparable. They grew up in Hell's Kitchen, a far from perfect neighborhood, one filled as Shakes says with scams and shake downs, but one where the rules were known by its residents. The one adult who they admired was Father Bobby Carelli, who understood them as kids more than most adults and more than he himself would like to admit. In 1967, their lives would change forever when a typical teenage prank went wrong which led to the four of them being sentenced to various terms at Wilkinson Home for Boys, a reformatory. There, they were physically, emotionally and sexually abused primarily by Sean Nokes, the head guard of their cell block, and fellow guards Ralph Ferguson, Henry Addison, and Adam Styler, although there were other caring figures of authority at the home including other guards. Their time at the home affected the four, not all who were able to emerge from the experience to regroup their lives. In their want to forget about the experience, they made a vow not to talk about it either between themselves or with others. Fast forward thirteen years, with Tommy and Johnny being career criminals, Michael an assistant district attorney and Shakes a newspaper writer, their friendship on the surface more loose than it was when they were children. When Tommy and John spot Nokes, it leads to Shakes and Michael banding together to exact revenge not only on Nokes but all four of the guards who abused them. Michael had long mapped out a plan even before Tommy and John saw Nokes, but that sighting and its aftermath alters the plan. Beyond the precarious position Tommy and John place themselves into, Michael has the most to lose even if the plan succeeds. Most of the plan implementation is left to Shakes who has to enlist the machine of Hell's Kitchen, including mob boss King Benny, and their childhood friend, social worker Carol Martinez, who currently is John's girlfriend. Beyond co-opting aging lawyer Danny Snyder, who admits he may not be the best choice as an alcoholic who is no longer near the top of his game, the plan is threatened by a key piece, the need for an unreproachable figure to perjure him or herself, that person who Michael and Shakes hopes will be Father Bobby. Father Bobby, even if he knew of the abuse, may not be able to do his friends this enormous favor of an illegal nature, he who has to balance the morality of the situation in his own mind in deciding what to do.::Huggo",14.032354000000002,1996-10-18,Sleepers,7.3,956
921,tt0352248,"[10749, 18, 36]",[18],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state","During the Great Depression, a common-man hero, James J. Braddock--a.k.a. the Cinderella Man--was to become one of the most surprising sports legends in history. By the early 1930s, the impoverished ex-prizefighter was seemingly as broken-down, beaten-up and out-of-luck as much of the rest of the American populace who had hit rock bottom. His career appeared to be finished, he was unable to pay the bills, the only thing that mattered to him--his family--was in danger, and he was even forced to go on Public Relief. But deep inside, Jim Braddock never relinquished his determination. Driven by love, honor and an incredible dose the ones who are do of grit, he willed an impossible dream to come true. In a last-chance bid to help his family, Braddock returned to the ring. No one thought he had a shot. However Braddock, fueled by something beyond mere competition, kept winning. Suddenly, the ordinary working man became the mythic athlete. Carrying the hopes and dreams of the disenfranchised on his shoulders, Braddock rocketed through the ranks, until this underdog chose to do the unthinkable: take on the heavyweight champ of the world, the unstoppable Max Baer, renowned for having killed two men in the ring.::Sujit R. Varma",16.085074,2005-06-02,Cinderella Man,7.3,788
13008,tt0802948,"[80, 18]","[80, 18]",[0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s","Based on a true story that shocked the nation in 1965, the film recounts one of the most shocking crimes ever committed against a single victim. Sylvia and Jennie Fae Likens, the two daughters of traveling carnival workers are left for an extended stay at the Indianapolis home of single mother Gertrude Baniszewski and her six children. Times are tough, and Gertrude's financial needs cause her to make this arrangement before realizing how the burden will push her unstable nature to a breaking point. What transpires in the next three months is both riveting and horrific.::alfiehitchie",7.248591,2007-07-27,An American Crime,7.3,215
407448,tt5390504,"[80, 18, 53, 36]","[80, 18, 53]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States,"A police raid in Detroit in 1967 results in one of the largest RACE riots in United States history. The story is centred around the Algiers Motel incident, which occurred in Detroit, Michigan on July 25, 1967, during the racially charged 12th Street Riot. It involves the death of three black men and the brutal beatings of nine other people: seven black men and two white women",29.817873,2017-07-28,Detroit,7.3,414
153,tt0335266,[18],[18],[0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0],"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America","Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications.::Huggo",19.203222,2003-08-31,Lost in Translation,7.3,2390
335984,tt1856101,"[9648, 878, 53]","[18, 9648, 878, 53]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0],"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years","Thirty years after the events of the first film, a new blade runner, LAPD Officer K (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former LAPD blade runner who has been missing for 30 years.::Warner Bros. Pictures",102.54170500000001,2017-10-04,Blade Runner 2049,7.3,3859
33511,tt1266029,[18],"[18, 10402, 10749]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,"The story of John Lennon's childhood and teenage years from 1944 to 1960, his relationship with his aunt Mimi and his mother Julia -the two dominant women in the first part of his life-, his first meeting with Paul McCartney and George Harrison, their friendship, their love for music and the birth of The Beatles.::CynthiaPowell",8.466598,2009-12-25,Nowhere Boy,7.3,331
9912,tt0412080,[18],[18],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1],"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967","For 25 years in Invercargill at the south end of New Zealand, Burt Munro (1899-1978) has been working on increasing the speed of his motorcycle, a 1920 Indian. He dreams of taking it to the Bonneville Salt Flats to see how fast it will go. By the early 1960s, heart disease threatens his life, so he mortgages his house and takes a boat to Los Angeles, buys an old car, builds a makeshift trailer, gets the Indian through customs, and heads for Utah. Along the way, people he meets are charmed by his open, direct friendliness. If he makes it to Bonneville, will they let an old guy on the flats with makeshift tires, no brakes, and no chute? And will the Indian actually respond",6.324585,2005-10-12,The World's Fastest Indian,7.3,213
9665,tt0097441,[10752],"[18, 36, 10752]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates","Shaw was an officer in the Federal Army during the American Civil War who volunteered to lead the first company of black soldiers. Shaw was forced to deal with the prejudices of both the enemy (who had orders to kill commanding officers of blacks), and of his own fellow officers.::Murray Chapman ",8.050692999999999,1989-12-15,Glory,7.3,477
11639,tt0083791,[14],"[12, 10751, 14]",[0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0],"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil","Another planet, another time. 1000 years ago the mysterious Dark Crystal was damaged by one of the Urskeks and an age of chaos has began! The evil race of grotesque birdlike lizards the Skeksis, gnomish dragons who rule their fantastic planet with an iron claw. Meanwhile the orphan Jen, raised in solitude by a race of the peace-loving wizards called the Mystics, embarks on a quest to find the missing shard of the Dark Crystal which gives the Skesis their power and restore the balance of the universe.::Anthony Pereyra {hypersonic91@yahoo.com",10.644292,1982-12-17,The Dark Crystal,7.3,276
1554,tt0090967,"[80, 18, 35]","[35, 80, 18]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0],"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans","DJ Zack and pimp Jack end up in prison for being too laid-back to avoid being framed for crimes they didn't commit. They end up sharing a cell with eccentric Italian optimist Roberto, whose limited command of the English language is both entertaining and infuriating. More useful to them is the fact that Roberto knows an escape route.::Michael Brooke ",6.209957,1986-09-20,Down by Law,7.3,196
6644,tt0061619,[37],"[18, 10749, 37]",[0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0],"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water","Hired gunman Cole Thornton turns down a job with Bart Jason as it would mean having to fight an old sheriff friend. Some months later he finds out the lawman is on the bottle and a top gunfighter is heading his way to help Jason. Along with young Mississippi, handy with a knife and now armed with a diabolical shotgun, Cole returns to help.::Jeremy Perkins {J-26",9.390531,1966-12-17,El Dorado,7.3,126
206487,tt2397535,"[878, 53]","[18, 9648, 878, 53]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost","PREDESTINATION chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to ensure the continuation of his law enforcement career for all eternity. Now, on his final assignment, the Agent must pursue the one criminal that has eluded him throughout time.::Anonymous",28.246701,2014-08-28,Predestination,7.3,2480
19067,tt0075968,"[18, 10752]","[18, 10752]",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0],"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe","Set during the grand, sweeping Napoleonic age, an officer in the French army insults another officer and sets off a life-long enmity. The two officers, D'Hubert and Feraud, cross swords time and time again in an attempt to achieve justice and preserve their honor.::Greg Bole ",10.834063,1977-08-31,The Duellists,7.3,122
226,tt0171804,"[80, 18]","[80, 18, 10749]",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0],"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska","Based on actual events. Brandon Teena is the popular new guy in a tiny Nebraska town. He hangs out with the guys, drinking, cussing, and bumper surfing, and he charms the young women, who've never met a more sensitive and considerate young man. Life is good for Brandon, now that he's one of the guys and dating hometown beauty Lana; however, he's forgotten to mention one important detail. It's not that he's wanted in another town for GTA and other assorted crimes, but that Brandon Teena was actually born a woman named Teena Brandon. When his best friends make this discovery, Brandon's life is ripped apart.::Zhe",10.345647999999999,1999-09-02,Boys Don't Cry,7.3,458
1923,tt0105665,"[18, 9648]","[18, 27, 9648, 53]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate","Essentially a prequel to David Lynch and Mark Frost's earlier TV series ""Twin Peaks"". The first half-hour or so concerns the investigation by FBI Agent Chet Desmond (Chris Isaak) and his partner Sam Stanley (Kiefer Sutherland) into the murder of night-shift waitress Teresa Banks in the small Washington state town of Deer Meadow. When Desmond finds a mysterious clue to the murder, he inexplicably disappears. The film then cuts to one year later in the nearby town of Twin Peaks and follows the events during the last week in the life of Laura Palmer (Sheryl Lee) a troubled teenage girl with two boyfriends; the hot-tempered rebel Bobby Briggs (Dana Ashbrook) and quiet biker James Hurley (James Marshall), her drug addiction, and her relationship with her difficult (and possible schizophrenic) father Leland (Ray Wise), a story in which her violent murder was later to motivate much of the TV series. Contains a considerable amount of sex, drugs, violence, very loud music and inexplicable imagery.::Douglas Baptie",7.565906,1992-06-03,Twin Peaks: Fire Walk with Me,7.3,568
687,tt0112818,[18],"[80, 18]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0],A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution,"A convicted murderer on Death Row and the nun who befriends him. Through the portrayal of finely drawn characters and their interactions as the days, hours, and minutes tick down to the condemned man's execution, powerful emotions are unleashed. While Matthew Poncelet and Sister Prejean desperately try to gain a stay of execution from the governor or the courts, scenes are intercut from the brutal crime, gradually revealing the truth about the events that transpired. In addition to her temporal help, the nun also tries to reach out spiritually and assist as a guide to salvation.::Tad Dibbern ",7.896044,1995-12-29,Dead Man Walking,7.3,448
132344,tt2209418,"[10749, 18]","[18, 10749]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.::Peter Brandt Nielsen",7.758802,2013-04-05,Before Midnight,7.3,739
401104,tt5541240,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life,"Ellen is a 20 year old woman struggling with anorexia nervosa. In the midst of family problems and her own fears, she is accepted into a group home run by an unusual doctor. Through the people she meets and the journey she takes, Ellen follows a path of self discovery and acceptance that will lead her to a surprising place she never would have thought possible",9.339038,2017-01-22,To the Bone,7.3,1221
11816,tt0082846,[18],[18],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0],"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years. Norman must find his way through his anger and fear of growing old, while Chelsea struggles to rebuild their relationship. Ethel's consistent support of her ""Knight in shining armor"" is inspirational in its simplicity. This is a movie to ponder and always keep in your heart","The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?::Dale O'Connor ",5.843071,1981-12-04,On Golden Pond,7.3,132
388,tt0454848,"[80, 18, 53]","[80, 18, 9648, 53]",[1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0],[1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations","From a cell, a man tells us he has planned the perfect bank robbery; he invites us to watch. An efficient gang enters a Manhattan bank, locks the doors, and takes hostages. They work deliberately, without haste. Detective Frazier is assigned to negotiate, but half his mind is occupied with the corruption charges he is facing. The bank's president has something to protect in a safe deposit box, so he brings in Madeleine White, a high-power broker with a hidden agenda. With an army of police surrounding the bank, the thief, the cop, and the plutocrat's fixer enter high-stakes negotiations. Why are the robbers asking for a plane, if they are so competent and they know they won't get one? Why aren't they in more of a hurry? If the job's perfect, why is the thieves' leader in a cell",18.047251,2006-03-23,Inside Man,7.3,2049
18,tt0119116,"[12, 14, 28, 53, 878]","[28, 12, 878]",[1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],[1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0],"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity","In the twenty-third century, the universe is threatened by evil. The only hope for mankind is the Fifth Element, who comes to Earth every five thousand years to protect the humans with four stones of the four elements: fire, water, Earth and air. A Mondoshawan spacecraft is bringing The Fifth Element back to Earth but it is destroyed by the evil Mangalores. However, a team of scientists use the DNA of the remains of the Fifth Element to rebuild the perfect being called Leeloo. She escapes from the laboratory and stumbles upon the taxi driver and former elite commando Major Korben Dallas that helps her to escape from the police. Leeloo tells him that she must meet Father Vito Cornelius to accomplish her mission. Meanwhile, the Evil uses the greedy and cruel Jean-Baptiste Emanuel Zorg and a team of mercenary Mangalores to retrieve the stones and avoid the protection of Leeloo. But the skilled Korben Dallas has fallen in love with Leeloo and decides to help her to retrieve the stones.::Claudio Carvalho, Rio de Janeiro, Brazil",31.531292999999998,1997-05-07,The Fifth Element,7.3,4657
11688,tt0120917,"[12, 16, 35, 10751, 14]","[16, 12, 35, 10751, 14]",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership","In this animated comedy from the folks at Disney, the vain and cocky Emperor Kuzco is a very busy man. Besides maintaining his ""groove"", and firing his suspicious administrator, Yzma; he's also planning to build a new waterpark just for himself for his birthday. However, this means destroying one of the villages in his kingdom. Meanwhile, Yzma is hatching a plan to get revenge and usurp the throne. But, in a botched assassination courtesy of Yzma's right-hand man, Kronk, Kuzco is magically transformed into a llama. Now, Kuzco finds himself the property of Pacha, a lowly llama herder whose home is ground zero for the water park. Upon discovering the llama's true self, Pacha offers to help resolve the Emperor's problem and regain his throne, only if he promises to move his water park.::Richard Hudson",26.363057,2000-12-09,The Emperor's New Groove,7.3,2060
9516,tt0107554,"[18, 28, 80]","[80, 18, 53]",[0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0],[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city","This urban nightmare chronicles several days in the life of Caine Lawson, following his high-school graduation, as he attempts to escape his violent existence in the projects of Watts, CA.::Daniel Bredy ",6.577149,1993-05-26,Menace II Society,7.3,230
31682,tt0050539,"[18, 878, 53]","[27, 878]",[0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0],When exposure to a combination of radiation and insecticide causes Scott Carey to begin to shrink medical science is powerless to help him,"Scott Carey and his wife Louise are sunning themselves on their cabin cruiser, the small craft adrift on a calm sea. While his wife is below deck, a low mist passes over him. Scott, lying in the sun, is sprinkled with glittery particles that quickly evaporate. Later he is accidentally sprayed with an insecticide while driving and, in the next few days, he finds that he has begun to shrink. First just a few inches, so that his clothes no longer fit, then a little more. Soon he is only three feet tall, and a national curiosity. At six inches tall he can only live in a doll's house and even that becomes impossible when his cat breaks in. Scott flees to the cellar, his wife thinks he has been eaten by the cat and the door to the cellar is closed, trapping him in the littered room where, menaced by a giant spider, he struggles to survive.::alfiehitchie",5.434055,1957-02-22,The Incredible Shrinking Man,7.3,111
329865,tt2543164,"[53, 18, 878, 9648]","[18, 9648, 878, 53]",[1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat","Linguistics professor Louise Banks leads an elite team of investigators when gigantic spaceships touchdown in 12 locations around the world. As nations teeter on the verge of global war, Banks and her crew must race against time to find a way to communicate with the extraterrestrial visitors. Hoping to unravel the mystery, she takes a chance that could threaten her life and quite possibly all of mankind.::Jwelch5742",27.574557000000002,2016-11-10,Arrival,7.3,7355
